"id","text","date","truthRating","ratingName","author","headline","named_entities_claim","named_entities_article","keywords","source","sourceURL","link","language"
"http://data.gesis.org/claimskg/claim_review/e416efdb-20e1-52ba-a181-cf6dd02fb13a","A photograph shows an anti-fascist protester duct-taped to an electrical box by neo-Nazis.","Unknown",1,"FALSE","Unknown","Did ‘Nazis’ Tape an Antifa Member to a Utility Box?","Antifa,Instagram,antifa,m so,street art,the power","",,"snopes","http://www.snopes.com","https://www.snopes.com/fact-check/duct-tape-antifa/","English"
"http://data.gesis.org/claimskg/claim_review/431bdb02-b447-509d-a615-f75aa65137e5","TLC's Lisa 'Left-Eye' Lopes was murdered in a revenge killing.","Unknown",1,"FALSE","Unknown","Was Lisa Lopes Murdered?","FanMail,Honduras,Lisa Lopes,Lisa “Left Eye” Lopes,Mitsubishi Montero,San Pedro Sula,TLC,blunt head trauma,infant carrier,the keys","Lopes,TLC","Artists, music","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/lisa-lopes/","English"
"http://data.gesis.org/claimskg/claim_review/eabed287-a96a-56e6-823a-f66df26bb134","A roofer who foolishly ties his safety rope to the bumper of his wife’s car is dragged off the roof and down the street.","Unknown",1,"FALSE","Unknown","Dragged Roofer","Vanishing Hitchhiker,Weekly World News,a man,man on the roof,urban legend","","ASP Article, Motoring Mishaps","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/man-over-clapboard/","English"
"http://data.gesis.org/claimskg/claim_review/c13c6dcc-15bd-5aec-ab61-c8ef9baa33c4","'Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.'",2014-08-11,2,"MIXTURE","Herman Cain","Herman Cain says wages flat thanks to the Federal Reserve","2012 Republican presidential candidate,American Enterprise Institute,Barack Obama,Bill Clinton,CPI,Consumer Price Index,Economic Policy Institute,Fox News Business,Harvard University,Heritage Foundation,Herman Cain,Interest rate,John Makin,Kenneth Rogoff,Labor Economics,Mark Bils,Robert Reich,Stephen Moore,Stuart Varney,University of California, Berkeley,University of Rochester,congressional Joint Economic Committee,economist,exchange value,federal minimum wage,gold exchange standard,human capital,income inequality,income tax,inflation,interest rate,labor economics,labor economist,liberal,minimum wage,monetary policy,real wage,s more,the price,think tank,us us","real wage","Economy,Workers","politifact","http://www.politifact.com","http://www.politifact.com/punditfact/statements/2014/aug/26/herman-cain/herman-cain-says-wages-flat-thanks-federal-reserve/","English"
"http://data.gesis.org/claimskg/claim_review/b36bb1ab-49e1-58fb-91b8-d437b3d7a636","'We need an ID' to 'buy a beer.'",2018-08-12,2,"MIXTURE","Brad Schimel","Despite Brad Schimel's claim, in Wisconsin you don't need an ID to buy a beer like you do to vote","2016 presidential election,Brad Schimel,Department of Justice,Facebook,PolitiFact,Republican,Twitter,https,to show,twitter","","Alcohol,Elections,Legal Issues","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2018/aug/22/brad-schimel/despite-brad-schimels-claim-wisconsin-you-dont-nee/","English"
"http://data.gesis.org/claimskg/claim_review/fbd77ecd-3dd1-5cee-b6eb-f6d4a3edd748","'Today, Florida is in 50th place in spending on education.'",2010-07-07,2,"MIXTURE","Bud Chiles","Chiles needs schooling on education rankings","Education Week,Florida Department of Education,Florida Legislature,Institute of Education Sciences,Miami Herald,National Center for Education Statistics,National Education Association,So you,U.S. Census Bureau,Utah,Washington, D.C,dead-last,s more","","Education","politifact","http://www.politifact.com","http://www.politifact.com/florida/statements/2010/jul/07/bud-chiles/chiles-needs-schooling-education-rankings/","English"
"http://data.gesis.org/claimskg/claim_review/8d5baf12-87d0-5035-9b75-f00e3e1fcb53","Says Mitch McConnell voted 'three times for corporate tax breaks that send Kentucky jobs overseas.'",2014-08-15,2,"MIXTURE","Alison Lundergan Grimes","Alison Lundergan Grimes ad says Mitch McConnell voted for corporate tax breaks for outsourcing","Alison Lundergan Grimes,Bring Jobs Home Act,Internal Revenue Service,Joint Committee on Taxation,Kentucky,Mitch McConnell,Office of Management and Budget,Offshoring,Tax Policy Center,University of Michigan","Mitch McConnell","Corporations,Message Machine 2014,Taxes,Voting Record,Wealth","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2014/sep/12/alison-lundergan-grimes/alison-lundergan-grimes-ad-says-mitch-mcconnell-vo/","English"
"http://data.gesis.org/claimskg/claim_review/40ed1948-29fd-5ee4-a334-892813892528","Dr. Anne Wortham wrote “No He Can’t,” an editorial critical of Barack Obama.","Unknown",-1,"OTHER","Unknown","Anne Wortham — No He Can’t","Barack Obama,Hoover Institution,Illinois State University,Stanford University","Barack Obama","ASP Article","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/no-he-cant/","English"
"http://data.gesis.org/claimskg/claim_review/7904c3c8-568e-51e5-b9ba-e816a60f2ab1","Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.",2016-04-06,1,"FALSE","Committee to Restore America's Greatness","Pants on Fire: Claim there were over 600 reports of Trump votes getting counted for Marco Rubio","2016 Republican National Convention,Arizona,Colorado,Dallas County,Donald J. Trump,Donald Trump,Frank Luntz,Hawaii,InfoWars.com,Iowa,James Dickey,John Kasich,Maine,Marco Rubio,Mike Joyce,New Yorker,Oklahoma,PolitiFact,Republican,Republican Party of Texas,Reuters,Roger Stone,Security Project,Ted Cruz,Texas,Texas secretary of state,Travis County,Utah,Wisconsin,security project,super PAC,the chairman","2016 Republican primary,Donald Trump,Marco Rubio,Republican,Texas","Elections","politifact","http://www.politifact.com","http://www.politifact.com/texas/statements/2016/apr/11/committee-restore-americas-greatness/pants-fire-claim-there-were-over-600-reports-trump/","English"
"http://data.gesis.org/claimskg/claim_review/f6c1400e-594b-581f-8dbd-d2233bb5df32","Donald Trump intervened to stop a bat-wielding mugger in New York City in 1991.","Unknown",-1,"OTHER","Unknown","Did Donald Trump Stop a Mugging in 1991?","Donald Trump,Google Trends,MARK SIMONE,Marjory Stoneman Douglas High School,Marla Maples,NEW YORK — Call,New York City,New York Times,Parkland, Fla,Paula Abdul,State Dining Room,Vietnam War,White House,a man,assault weapon,at me,daredevil,https,mass shooting,play this thing,twitter","Donald Trump,New York City","donald trump","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/trump-stops-mugging-1991/","English"
"http://data.gesis.org/claimskg/claim_review/08b6b991-df81-5dd0-a297-b574ddba6641","Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.","Unknown",1,"FALSE","Unknown","Hillary Clinton Used Green Screen to Make a Fake Crowd in Nevada","Barry Soetoro,Hillary Clinton,YouTube,green screen,no mob","Hillary Clinton","clinton, clinton green screen, green screen, hillary clinton, nevada, politics","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/hillary-clinton-used-green-screen-to-make-a-fake-crowd-in-nevada/","English"
"http://data.gesis.org/claimskg/claim_review/c4499016-b3d4-543d-bd92-402797c3fb8d","The PGA officially has changed the golf term 'a bad lie' to 'a Hillary' in honor of Arnold Palmer.","Unknown",1,"FALSE","Unknown","A Bad Lie","Arnold Palmer,Golf Glossary,a bad,a “bad,jape","Arnold Palmer,a bad","arnold palmer, hillary clinton, pga","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/bad-lie-golf-joke/","English"
"http://data.gesis.org/claimskg/claim_review/28953e67-6f97-5cbe-9f0b-4f83435e14a2","A photograph shows two people with the darkest and lightest skin colors in the world.","Unknown",1,"FALSE","Unknown","Image of ‘Lightest and Darkest Skin Colors’","Papis Loveday,Shaun Ross","","darkest, lightest, People, skin color","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/lightest-darkest-skin-colors/","English"
"http://data.gesis.org/claimskg/claim_review/f9788b56-c2da-59b5-acf6-348e2c7fcc0b","An extension to Brexit would cost the UK £1 billion a month","Unknown",-1,"OTHER","Unknown",,"","Brexit","Home,Europe,Brexit negotiations","FullFact","https://fullfact.org/","https://fullfact.org/europe/brexit-extension-1-billion/","English"
"http://data.gesis.org/claimskg/claim_review/ff7dbe69-23d9-52b4-b1a0-026bf75b8e58","Says Donald Trump's presidential victory was 'an electoral landslide.'",2016-11-14,1,"FALSE","Reince Priebus","Despite losing popular vote, Donald Trump won in 'electoral landslide,' GOP's Reince Priebus says","ABC,Associated Press,Barack Obama,Boston University,Brit Hume,Bruce Schulman,Costas Panagopoulos,Donald Trump,Electoral College,Fordham University,Fox News,Good Morning America,Herb Asher,Hillary Clinton,Jimmy Carter,John F. Kennedy,John Woolley,Jonah Goldberg,Kellyanne Conway,Larry Sabato,Newt Gingrich,Ohio State University,Paul Ryan,PolitiFact,Political Wire,Politico,Politifact,Reince Priebus,Republican National Committee,Sabato’s Crystal Ball,Social Science Research Council,Taegan Goddard,University of California, Santa Barbara,University of Virginia,University of Wisconsin-Madison,conservative,political science,sign, seal","Donald Trump","Elections,History,States","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2016/nov/21/reince-priebus/despite-losing-popular-vote-donald-trump-won-elect/","English"
"http://data.gesis.org/claimskg/claim_review/0289e122-c325-5952-9d4d-a6ce086bd549","'Kim Jong Un dead: North Koreans calling Trump an assassin'",2017-07-06,1,"FALSE","Bloggers","It's fake news that an American killed North Korea's leader Kim Jong Un","Alaska,American sniper,CNN,Democratic People's Republic of Korea,Fake News,Hawaii,Iraq,Kim Jong Un,Korean Central News Agency,Kumsusan Palace of the Sun,North Korea,PolitiFact,Pyongyang,Saddam Hussein,United Press International,fake news,intercontinental ballistic missile,sniper rifle","Kim Jong Un","Fake news,Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/punditfact/statements/2017/jul/20/blog-posting/its-fake-news-american-killed-north-koreas-leader-/","English"
"http://data.gesis.org/claimskg/claim_review/8f365d32-4edc-5fda-9c50-825f55741421","A nurse employed in a Zambian hospital swapped nearly 5,000 babies at birth and gave them to the 'wrong' parents.","Unknown",1,"FALSE","Unknown","Did a Maternity Ward Nurse Switch 5,000 Babies at Birth for ‘Fun’?","Columbus, Ohio,I am really sorry,Lusaka,Lusaka Times,Mwewa,Ndola,Zambia,habbit,switched at birth,that that","","zambian observer","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/zambia-nurse-swap-babies/","English"
"http://data.gesis.org/claimskg/claim_review/5cb184bf-95d9-506a-aef5-0565cbe3dc8e","Anyone who bought milk after 2003 can be compensated under the terms of a class action lawsuit.","Unknown",-1,"OTHER","Unknown","Is Everyone Who Bought Milk Since 2003 Covered Under a Class Action Settlement?","Arizona,California,Class Action,Class action,Compassion Over Killing,Dairy Farmers of America,DairyLea,DairyLea Cooperative,District of Columbia,Hagens Berman Sobol Shapiro,Huffington Post,Kansas,Land O’ Lakes,Massachusetts,Michigan,Missouri,Nebraska,Nevada,New Hampshire,Oregon,South Dakota,Tennessee,Vermont,West Virginia,Wisconsin,class action,cottage cheese,cream cheese,half & half,sour cream,yogurt","class action","boughtmilk.com, Class Action Lawsuits, dairy industry, milk","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/milk-class-action-lawsuit-settlement/","English"
"http://data.gesis.org/claimskg/claim_review/dfcc47d6-c9ee-50ef-842a-ccb4a76bbf2f","A woman stuck to a toilet seat provides a physician with an opportunity for the perfect bon mot.","Unknown",1,"FALSE","Unknown","Woman Stuck to Painted Toilet Seat","Associated Press,Commerce, Georgia,Home Depot,Loctite,Louisville, Colorado,Nederland, Colorado,Playboy,Rationale of the Dirty Joke,Rocky Mountain News,paper sack","","ASP Article, Oddities","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/frame-job/","English"
"http://data.gesis.org/claimskg/claim_review/b4906de2-c57d-5e9b-8ada-fe342c974b8b","Chrysler dealerships owned by Republican donors were disproportionately targeted for closure at the behest of the Obama administration.","Unknown",1,"FALSE","Unknown","Steve Rattner – Car Czar","Barack Obama,Chrysler,FOX News,FOXNews,FOXNews.com,FiveThirtyEight,Macomb County,Macomb County, Michigan,Macomb Daily,Obama administration,Republican,Silver, Nate,Washington Examiner","Chrysler,Obama administration,Republican","ASP Article","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/car-czar/","English"
"http://data.gesis.org/claimskg/claim_review/74ed59e5-6428-5811-9188-a6798b597a33","Snapchat is using its 'Lenses' photo and video filtering technology to create a facial recognition database for use by law enforcement agencies.","Unknown",1,"FALSE","Unknown","Is Snapchat Building a Facial Recognition Database for the Feds?","Al Franken,Alison Booth,Biometric Information Privacy Act,CIA,Chrissy Teigen,Electronic Frontier Foundation,FBI,Facebook,Georgetown Law Center,Government Accountability Office,Instagram,Jennifer Lynch,Privacy Center,Snap Inc,Snapchat,Sophos,biometrics,class action,consumer privacy,facial recognition technology,snap chat,snapchat,to show,two million,video filters","Snapchat","facial recognition, fbi, privacy, snapchat","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/snapchat-facial-recognition/","English"
"http://data.gesis.org/claimskg/claim_review/091462d8-190b-5b39-a7c8-b5724844bc1e","'There is a big correlation between third grade reading level and whether you go to college or whether you go to prison. And in Florida right now only 56 percent of kids are coming out of third grade at third grade reading level.'",2018-07-29,2,"MIXTURE","Jeff Greene","3rd-grade reading stats from Jeff Greene, FL Dem candidate for governor, mostly hold up","Annie E. Casey Foundation,It’s spooky,Jeff Greene,Katharine Abraham,Northeastern University,PolitiFact,University of Chicago,University of Maryland,a man,argues,https,office, students","","Crime,Education","politifact","http://www.politifact.com","http://www.politifact.com/florida/statements/2018/aug/07/jeff-greene/greenes-third-grade-statistics-mostly-hold/","English"
"http://data.gesis.org/claimskg/claim_review/3f9b565c-f53c-5b6d-ac7c-6bfdfb515e22","'Fifty percent of Speaker Gingrich’s tax plan goes to the top 1 percent.'",2011-12-20,2,"MIXTURE","Barack Obama","Obama campaign says half of the benefit from Newt Gingrich's tax plan goes to top 1 percent","Barack Obama,Bush-era tax cuts,CNN,CNN Money,Cato Institute,Chris Edwards,Herman Cain,Newt Gingrich,Obama administration,Occupy Wall Street,Republican,Rick Perry,Tax Policy Center,flat tax,income tax,libertarian,t stop,top 1 percent of income earners","","New Hampshire 2012,Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2011/dec/28/barack-obama/obama-campaign-says-half-benefit-newt-gingrichs-ta/","English"
"http://data.gesis.org/claimskg/claim_review/f93578ab-d289-5b66-a6f9-606cd449aa7b","'As speaker, Gingrich even supported taxpayer funding of some abortions.'",2011-12-20,2,"MIXTURE","Restore Our Future","Ad claims Newt Gingrich favored federal funding for some abortions","Barack Obama,CBS,Des Moines Register,District of Columbia,Face the Nation,Gloria Borger,Henry Hyde,Hyde Amendment,Iowa caucuses,Medicaid,Mitt Romney,NARAL Pro-Choice America,National Right to Life Committee,Newt Gingrich,Pro-Life,R.C. Hammond,Republican,Restore our Future,Susan B. Anthony List,U.S. News and World Report,YouTube,abortion,abortion rights,baggage carousel,incest,political action committee,super PAC","","Abortion,Message Machine 2012","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2011/dec/27/restore-our-future/ad-claims-gingrich-favored-federal-funding-some-ab/","English"
"http://data.gesis.org/claimskg/claim_review/3242f739-bba1-56d8-80d7-2e8b18b1d665","Obama has 'visited more countries and met with more world leaders than any president in his first six months in office.'",2009-11-19,3,"TRUE","Chain email","Chain e-mail claims Obama has visited more countries in first six months of presidency than predecessors","Barack Obama,Bill Clinton,Brendan Doherty,CBS News,George H.W. Bush,George W. Bush,Jimmy Carter,Lynn University,Mark Knoller,Obama administration,Panama,Ronald Reagan,Theodore Roosevelt,U.S. Department of State,U.S. Naval Academy,White House,achain,dataon,s international","","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/nov/20/chain-email/chain-e-mail-claims-obama-has-visited-more-countri/","English"
"http://data.gesis.org/claimskg/claim_review/6969e6c3-0068-56b9-bdb9-ded248b9cb6a","Image reproduces women’s housekeeping and grooming instructions from a 1949 Singer sewing manual.","Unknown",3,"TRUE","Unknown","Advice from a 1949 Singer Sewing Manual","Mary Brooks Picken,Singer Sewing Machine Company,needlework,textile arts","","ASP Article, Documents","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/sewing-discontent/","English"
"http://data.gesis.org/claimskg/claim_review/0c5de4b7-8c5e-5e8b-a5f6-413b8bb2f186","Says U.S. Rep. Ann McLane Kuster used $293,000 of taxpayer money to send campaign mail.",2014-06-27,2,"MIXTURE","Marilinda Garcia","GOP challenger Marilinda Garcia says U.S. Rep. Kuster used taxpayer funds for campaign mail","Ann McLane Kuster,Charles Bass,Committee on House Administration,Democrat,Marilinda Garcia,Medicare,New Hampshire,New Hampshire Union Leader,New Hampshire’s 2nd Congressional District,PolitiFact,Republican,Social Security,Washington D.C,argues,franked mail,franking privilege,job fair,logos and slogans,personal pronoun,robocall,the ring","Ann McLane Kuster","Campaign Finance,Ethics","politifact","http://www.politifact.com","http://www.politifact.com/new-hampshire/statements/2014/aug/04/marilinda-garcia/gop-challenger-marilinda-garcia-says-us-rep-kuster/","English"
"http://data.gesis.org/claimskg/claim_review/97ed2c15-3590-58e4-b0db-01d91d1d11cd","A photograph shows a new home invasion technique featuring rubber bands and door handles.","Unknown",-1,"OTHER","Unknown","Robbers Using Rubber Bands to Break Into Houses?","Bossier, Louisiana,FYI,Facebook,Tatum, Texas,a man,at my front door,but not,time you","","crime warnings, home invasion, rubber bands","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/rubber-band-home-invasion-warning/","English"
"http://data.gesis.org/claimskg/claim_review/1f1c1bb2-e446-5301-b597-d189561bb7b0","Three Syrian refugees raped and murdered a 5-year-old girl at knifepoint in Idaho.","Unknown",2,"MIXTURE","Unknown","Three Syrian Refugees Assault 5-Year-Old Girl at Knifepoint?","Idaho,KMVT,Magic Valley,Twin Falls County,Twin Falls council,Twin Falls, Idaho,disturbing case","Idaho","idaho, infowars, mad world news, syrian children, syrian refugees, twin falls","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/three-syrian-refugees-assault-5-year-old-girl-at-knifepoint/","English"
"http://data.gesis.org/claimskg/claim_review/798cd81f-fd24-5317-bd4e-b79c0283748f","Senator Ted Cruz claimed flooding in Texas was caused by Native American rain dances.","Unknown",1,"FALSE","Unknown","Ted Cruz: The Texas Floods Were Caused by Native American Rain Dances","Native American,Rain Dances,Ted Cruz,Twitter,fake news,fake news sites,rain dances,the “rain","Native American,Ted Cruz,Texas,rain dances","ASP Article, Not Necessarily The News","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/rain-schtick/","English"
"http://data.gesis.org/claimskg/claim_review/243a5b52-806f-5134-aad5-2801990c4d82","'22 veterans take their own lives each day.'",2016-08-18,2,"MIXTURE","Kamala Harris","Kamala Harris slightly off in claim about veterans suicides","California Attorney General,Capital Public Radio,Donald Trump,Kamala Harris,Loretta Sanchez,PolitiFact,Twitter,U.S. Department of Veterans Affairs,U.S. Representative,U.S. Senate,Washington Post,deaths in 21,matter of life and death,run for U.S. Senate","","Veterans","politifact","http://www.politifact.com","http://www.politifact.com/california/statements/2016/aug/23/kamala-harris/kamala-harris-slightly-claim-about-veterans-suicid/","English"
"http://data.gesis.org/claimskg/claim_review/4cc7845c-c421-5f5a-9562-4b8bc8c5b212","'US representatives promise implement of UN gun-control plans'",2018-07-05,2,"MIXTURE","Bloggers","Conservative website wrong on effects, purpose of UN conference","Cato Institute,Facebook,Nikki Haley,PolitiFact,Tenth Amendment,U.N. Office for Disarmament Affairs,United Nations,chain email,https","","Crime,Fake news,Guns","politifact","http://www.politifact.com","http://www.politifact.com/punditfact/statements/2018/jul/10/blog-posting/conservative-website-wrong-purpose-effects-un-conf/","English"
"http://data.gesis.org/claimskg/claim_review/3261517e-6d0c-5bc1-80e0-e460d75b6a78","Says U.S. Sen. Ron Johnson 'voted to cut $700m from Medicare.'",2015-06-11,2,"MIXTURE","MoveOn.org","MoveOn.Org says Ron Johnson voted to cut $700 million from Medicare","Affordable Care Act,Barack Obama,Chile,Congressional Budget Office,Facebook,Medicare,Mexico,MoveOn,MoveOn.org,New Zealand,Obamacare,PolitiFact,Ron Johnson,Russ Feingold,Singapore,Trade Adjustment Assistance,Trans-Pacific Partnership,Vietnam,argues","Medicare,Ron Johnson,Sen,U.S. Sen","Federal Budget,Medicare,Trade","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2015/jul/01/moveon/moveonorg-says-ron-johnson-voted-cut-700-million-m/","English"
"http://data.gesis.org/claimskg/claim_review/fef96ea1-027b-5c91-aa36-ddec33fd5355","'(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.'",2012-08-09,1,"FALSE","David Cicilline","U.S. Rep. David Cicilline says Republican Brendan Doherty wants to raise Social Security eligibility age without regard for workers in physically demanding jobs","Alan Simpson,Bill Clinton,Brendan Doherty,David Cicilline,Democrat,Erskine Bowles,Facebook,National Commission on Fiscal Responsibility and Reform,PolitiFact,President Obama,Republican,Rhode Island State Police,Simpson-Bowles commission,Social Security trust fund,Twitter,White House chief of staff,Wyoming","","Federal Budget,Health Care,Medicare,Social Security","politifact","http://www.politifact.com","http://www.politifact.com/rhode-island/statements/2012/aug/15/david-cicilline/says-brendan-doherty-wants-raise-social-security-e/","English"
"http://data.gesis.org/claimskg/claim_review/f07828e1-1373-54c1-ad1f-d4180b296b65","Taxypayers paid $4 million for President Obama to play golf with Tiger Woods.","Unknown",2,"MIXTURE","Unknown","Obama Golf Outing with Tiger Woods Cost Nearly $4 Million?","2013 “golf,89th Airlift Wing,Air Force One,Air Mobility Command,Chicago, Illinois,Committee on Environment and Public Works,DHS,Department of Defense,Department of Homeland Security,Florida; White House,Government Accountability Office,Hyde Park,John Barrasso,Joint Base Andrews,Marine Corps Base Quantico,Maryland,New Jersey,Pentagon,Quantico, Virginia,Scott Air Force Base,Secret Service,Senate Committee on Environment and Public Works,State of the Union address,Subcommittee on Transportation and Infrastructure,Tiger Woods,U.S. Coast Guard,U.S. Secret Service,White House,Wyoming","Tiger Woods","gao, john barrasso, president obama, tiger woods, washington times","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/obama-golf-outing-with-tiger-woods/","English"
"http://data.gesis.org/claimskg/claim_review/84f40e14-116a-5fb2-8803-5d04db25fa1a","On directing the attorney general to withdraw Wisconsin from pre-existing conditions lawsuit.",2019-01-23,-1,"OTHER","Tony Evers","Gov. Tony Evers reverses position on pulling Wisconsin from Obamacare lawsuit","2018 election,Affordable Care Act,Baldauff,Democrat,Josh Kaul,Obamacare,PolitiFact,Republican,Scott Walker,Tony Evers,Wisconsin,applause line,the power","","Health Care,Legal Issues,States","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2019/jan/26/tony-evers/gov-tony-evers-reverses-position-pulling-wisconsin/","English"
"http://data.gesis.org/claimskg/claim_review/abc0d671-3afb-565d-80f3-4cc746e28c8d","The missiles displayed during a North Korean military parade were fake.","Unknown",-1,"OTHER","Unknown","Did North Korea Display Fake Missiles During a Military Parade?","2017, North Korea,Kim Il-Sung,Lowy Institute for International Policy,North Korea,Pyongyang","","north korea","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/north-korea-fake-missiles/","English"
"http://data.gesis.org/claimskg/claim_review/fdee04ca-96cd-540e-87e9-f5dbb5aca9ee","Warren Buffett says stop Obamacare now and start over.",2013-09-22,1,"FALSE","Tom Graves","Rep. Graves wrong about Buffett's health law stance","ABC,ABC News,Affordable Care Act,Barack Obama,Berkshire Hathaway,Berkshire Hathaway Inc,CNBC,Chicago Tribune,FactCheck.org,Georgia,Obamacare,Omaha World-Herald,PolitiFact,Politico,Republican,Tom Graves,Wall Street Journal,Warren Buffett,Washington Examiner,Weekly Standard,it. It,to show","Warren Buffett","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/georgia/statements/2013/sep/27/tom-graves/rep-graves-wrong-about-buffetts-health-law-stance/","English"
"http://data.gesis.org/claimskg/claim_review/c57644b9-a34e-50d1-9443-d5005b3da9d4","Did George Eliot Say, ‘It’s Never Too Late To Be What You Might Have Been’?","Unknown",-1,"OTHER","Unknown","Did George Eliot Say, ‘It’s Never Too Late To Be What You Might Have Been’?","Adelaide Anne Procter,Boston College,Daily Caller,Daniel Deronda,George Eliot,Middlemarch,Oscar Wilde,Quote Investigator,Twitter,dailycaller,facebook","George Eliot",,"checkyourfact","http://checkyourfact.com","https://checkyourfact.com/2019/08/28/fact-check-george-eliot-never-late-might-have-been-quote/","English"
"http://data.gesis.org/claimskg/claim_review/96541868-49cd-5e38-93f3-fe1a1b62f790","The Obama Administration is suing a Wisconsin company for forcing employees to speak English.",2014-07-02,2,"MIXTURE","Bloggers","Bloggers claim the feds sued a company for requiring workers to speak English","Civil Rights Act of 1964,Equal Employment Opportunity Commission,Fox News,Hispanic,Hmong,Judicial Watch,Obama Administration,Philippines,PolitiFact,Title VII,Title VII of the Civil Rights Act of 1964,argues,performance improvement plan,we’re not here","","Labor,Workers","politifact","http://www.politifact.com","http://www.politifact.com/wisconsin/statements/2014/jul/20/blog-posting/bloggers-claim-feds-sued-company-requiring-workers/","English"
"http://data.gesis.org/claimskg/claim_review/fb0c1678-b91a-5ab8-8afb-204c82ebc324","'It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.'",2014-02-09,3,"TRUE","Candy Crowley","CNN's Candy Crowley says it's unusual for a president or their family not to attend the Olympics","2000 Summer games,Al Gore,Athens,Australia,Barbara Bush,Beijing,Bill Clinton,Billie Jean King,CNN,Candy Crowley,George H. W. Bush,George W. Bush,Greece,Janet Napolitano,Japan,Nagano,Russia,Salt Lake City,Salt Lake City, Utah,Sochi,Sydney,Tipper Gore,Vladimir Putin,White House,beach volleyball,behind the make-up","","Sports","politifact","http://www.politifact.com","http://www.politifact.com/punditfact/statements/2014/feb/09/candy-crowley/cnns-candy-crowley-says-its-unusual-president-or-t/","English"
"http://data.gesis.org/claimskg/claim_review/ab0efcea-b26a-5e88-8603-b59522ccb920","If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",2011-03-29,2,"MIXTURE","Charlotte Lehan","Will Sellwood Bridge have to be shut down in eight years if it is not replaced?","22 million,Clackamas County,David Evans,Highway 43,I-205,Interstate 205,Mike Baker,Multnomah County,PolitiFact,Ross Island,Sellwood Bridge,TriMet","Sellwood Bridge","Transportation","politifact","http://www.politifact.com","http://www.politifact.com/oregon/statements/2011/may/14/charlotte-lehan/will-sellwood-bridge-have-be-shut-down-eight-years/","English"
"http://data.gesis.org/claimskg/claim_review/585e4e52-5035-58ce-9066-a029349f3a43","Says Ted Cruz said, 'When gays stayed hidden we had no mass shootings; we had no public nudity. Society was polite. Now anything and everything goes and I blame them.'",2015-02-16,1,"FALSE","Viral image","Ted Cruz didn’t blame gay people for mass shootings and public nudity","Beto O’Rourke,Democrat,Facebook,PolitiFact,Political Action Committee,Teabaggers,Ted Cruz,Texas Senate,https,meme,pbs,public nudity,same-sex marriage,the speech","Ted Cruz,public nudity","Gays and Lesbians","politifact","http://www.politifact.com","http://www.politifact.com/facebook-fact-checks/statements/2018/sep/17/viral-image/ted-cruz-didnt-blame-gay-people-mass-shootings-and/","English"
"http://data.gesis.org/claimskg/claim_review/fd1e15bf-4e62-536c-8f29-06238f4e32ae","Some German states have banned Red Bull’s ‘Simply Cola’ drink after claiming it contains trace amounts of cocaine.","Unknown",3,"TRUE","Unknown","Red Bull Cocaine","Agence France Presse,Associated Press,Coca-Cola,Cocaine,Federal Institute for Risk Assessment,Hong Kong,Red Bull,Red Bull Cola,Red Bull Simply Cola,Red Bull: Cola,Simply Cola,St. Petersburg Times,Wall Street Journal,cocaine","Red Bull,Simply Cola,cocaine","ASP Article, potent potables","snopes","http://www.snopes.com","https://www.snopes.com/fact-check/bull-snort/","English"
